index,question_type,prompt_complexity,prompt_audience,data_source,question,model,embedding_model,response
q3-comp2-aud1-data1,3. Complex question asking for recommendations,2. Simply phrased prompt,1. Professional developer,1. Minneapolis zoning code,"Do the following proposed property specifications meet the multi-family zoning requirements for urban neighborhood 3 (UN3) zoning district in Minneapolis, MN according to the zoning ordinance?

**Proposed property specifications**
- lot area: 1000 sq feet
- height of building: 20 feet
-  number of dwellings in the building: 5
-  side and rear yard: 5 feet",gpt-5-mini,e5_large_recursive,"Based on the excerpts provided: a residential building of four (4) or more units is permitted in UN3 on a lot of record existing on the ordinance effective date, provided the yard dimensions and all other district requirements (other than lot area or lot width) are met. Because your lot is only 1,000 sq ft, note the separate outdoor children's play‑area requirement would not apply (it only applies to multi‑family sites of at least 20,000 sq ft meeting other criteria). The retrieved context does not include the UN3 numeric standards for maximum building height or the required side/rear yard setbacks, so I cannot determine from the provided materials whether a 20 ft building height or 5 ft side/rear yards on a 1,000 sq ft lot would comply."
q5-comp2-aud1-data1,5. Complex question distilling information/pre-check,2. Simply phrased prompt,1. Professional developer,1. Minneapolis zoning code,"Give me a checklist of information and documentation based on the zoning ordinance which I need to provide in the permit application as a professional developer constructing a small multi-family building in urban neighborhood 3 (UN3) zoning district, Minneapolis, MN.

",gpt-5-mini,e5_large_recursive,"Based only on the ordinance excerpts provided, include the following in your UN3 multi‑family permit application: proof the parcel was a “lot of record” on the ordinance effective date (deed/parcel report) and current ownership/legal description; a site plan showing lot lines, building footprint and dimensions, and all yard (side/rear/front) dimensions demonstrating compliance with yard requirements (note: the ordinance permits 4+ unit residential buildings on lots of record provided yard dimensions and other district requirements except lot area/width are met); floor plans and unit counts (show sleeping areas, emergency exits, bathing/restroom locations, and storage areas — required for intentional community cluster developments); a management plan and bicycle parking calculations if the project is an intentional community cluster (management plan, one bicycle space per four beds, long‑term bike parking standards referenced); documentation showing compliance with applicable landscaping, screening and curbing requirements and other general performance standards (or a feasibility explanation if full compliance is impractical); evidence of compliance with the applicable Built Form Overlay (include the applicable overlay plate and demonstration of how the project meets its standards); if located in the SH Shoreland Overlay, documentation of required lot mergers or proof merger not required; any PUD or conditional‑use application materials and required findings if you are pursuing a planned unit development (see Chapter 525 and 550.930–940); statements about required storage provision for units; and site‑area calculations where the ordinance lists minimum site area for special uses (child care, educational facilities, parks, etc.).  

I cannot provide numeric standards (specific height limits, FAR, required parking counts, or exact setback dimensions) because those specific figures were not included in the retrieved excerpts — you’ll need the full UN3 and applicable Built Form Overlay sections or the parcel’s zoning map/permit checklist for those precise numbers."
q1-comp2-aud2-data1,1. Factual question with a specific answer,2. Simply phrased prompt,2. Single-family homeowner,1. Minneapolis zoning code,"How is a single family home located at **2712 Colfax Ave South, Minneapolis, MN 55408** zoned? ",gpt-5-mini,e5_large_recursive,"I don't know — the provided excerpts (built-form overlay plates and FAR tables) do not include the specific zoning designation or map information for 2712 Colfax Ave S. I can't determine that property's zoning from these snippets. To find the zoning, check the City of Minneapolis zoning map or the city's property/zoning lookup for that address."
q2-comp2-aud2-data1,2. Complex question asking to summarize language,2. Simply phrased prompt,2. Single-family homeowner,1. Minneapolis zoning code,"I am a single-family home owner and I want to build a accessory dwelling unit (ADU) on my property in urban neighborhood 2 (UN2) zoning district, Minneapolis, MN. What are the zoning requirements, restrictions, or permits I would need to keep in mind for my zoning district?",gpt-5-mini,e5_large_recursive,"Here are the key UN2 zoning standards from the provided code excerpts you must follow when adding an ADU:

- Ownership/permit/covenant: before a permit is issued for an ADU the owner must record a covenant with the Hennepin County recorder agreeing to restrict use in compliance with the ADU rules. If the ADU is not a separate dwelling under the Minnesota State Building Code, the owner must occupy at least one dwelling unit on the zoning lot as their primary residence (if not, the ADU features must be removed).  
- Building code & permit: ADUs must meet applicable Minnesota State Building Code requirements and obtain the required building/zoning permits.  
- Internal (within the principal structure) ADU limits: may exceed 800 sq ft only if the portion of the principal structure containing the ADU existed on Jan 1, 2015; in no case shall an internal ADU exceed the floor area of the first floor of the principal structure; the entire internal ADU must be on one level; creation of the ADU cannot add new entrances facing a public street; stairways to an above‑ground internal ADU must be enclosed or located entirely to the rear.  
- Detached ADU size/height/footprint limits: height max 21 ft (unless variance); gross floor area limit = 1,300 sq ft or 16% of lot area, whichever is greater, but in no case exceed 1,600 sq ft or the gross floor area of the principal residential structure, whichever is less; combined footprint of the detached ADU plus all other detached accessory structures and attached parking uses may not exceed 800 sq ft or 10% of lot area, whichever is greater (connected features such as decks, stairs, eaves >2 ft count toward this).  
- Location and setbacks: detached ADUs (and detached parking garages serving residences) must be located entirely to the rear of the principal structure; minimum interior side yard for a detached ADU not less than 3 ft (no reduction where vehicle access doors face that side); rear yard may be reduced to 3 ft except where vehicle access doors face the rear lot line (then no reduction). (Note: another accessory‑structure rule in the code states detached accessory buildings shall not be located closer than 6 ft from habitable space of a dwelling.)  

This summary is limited to the excerpts provided; for precise lot‑area calculations, permit application steps, and to resolve any overlap between setback rules, you should confirm details with City of Minneapolis zoning staff or the city’s ADU/building permit office."
q3-comp2-aud2-data1,3. Complex question asking for recommendations,2. Simply phrased prompt,2. Single-family homeowner,1. Minneapolis zoning code,"Do the following proposed property specifications meet the single family zoning requirements for urban neighborhood 2 (UN2) zoning district, MN according to the zoning ordinance?

**Proposed property specifications**
- lot area: 1000 sq feet
- height of building: 20 feet
-  number of dwellings in the building: 5
-   side and rear yard setback: 5 feet ",gpt-5-mini,e5_large_recursive,"No — based on the provided ordinance excerpts the project as proposed would not meet single‑family standards. A UN2 single‑family context is governed by the rules for single/two/three‑family dwellings (see 550.790), and the code excerpts treat 1–3 dwelling units under those standards; a building with five dwelling units exceeds that 1–3 unit scope. The excerpts also require only one principal residential structure per zoning lot (550.230) and public street frontage for the lot, but the snippets do not include minimum lot area, principal‑building height limits, or the district’s required side/rear setbacks for a principal structure in UN2. Because the provided context lacks those specific numeric standards for lot area, height, and yard setbacks, I can’t determine compliance for the 1,000 sq ft lot, 20 ft height, or 5 ft setbacks from the excerpts you gave."
q5-comp2-aud2-data1,5. Complex question distilling information/pre-check,2. Simply phrased prompt,2. Single-family homeowner,1. Minneapolis zoning code,"Give me a checklist of information and documentation I need to provide in the permit application as a homeowner constructing a small single-family building in urban neighborhood 2 (UN2) zoning district,  Minneapolis, MN.

",gpt-5-mini,e5_large_recursive,I don't know — the excerpts you provided do not include a permit-application checklist or the specific list of documentation required for constructing a small single‑family building in the UN2 district.
q1-comp3-aud1-data1,1. Factual question with a specific answer,3. Phrased in a prompt engineering format with specific instructions,1. Professional developer,1. Minneapolis zoning code,"Aim: Provide a professional developer information on zoning district and built form overlay district for **2817 Pleasant Ave, Minneapolis, MN 55408** which is a multi-family home in a residential area zoned as urban neighborhood. Refer to the Minneapolis, MN zoning code to determine this.
Output: Provide zoning district for 2817 Pleasant Ave, Minneapolis, MN 55408 and specific parts of the zoning code you sourced this information from.",gpt-5-mini,e5_large_recursive,"I don’t have the parcel-specific zoning assignment for 2817 Pleasant Ave in the retrieved context. The excerpts you provided list and describe the available primary zoning districts (including the Urban Neighborhood districts) and the built-form overlay districts but do not include a map or parcel lookup that ties that specific address to a UN1/UN2/UN3 or to a specific BFI/BFC/BFT overlay. To identify the exact zoning and built‑form overlay for 2817 Pleasant Ave you’ll need the City of Minneapolis zoning map or the parcel/zoning lookup.

Zoning code sections I reviewed in the provided context:
- Section 530.10 — Establishment of zoning districts (lists UN1, UN2, UN3 and the Built Form Overlay districts such as BFI1, BFI2, BFT10, BFC3, etc.).  
- Section 530.20 — Primary and overlay districts (states every property is assigned a primary zoning district and a built form overlay district).  
- Article II / Section 530.100 — Urban Neighborhood Districts: general purpose and allowed uses.  

If you want, I can look up the parcel zoning if you provide a zoning map extract or allow me to query the City of Minneapolis zoning lookup (or I can tell you how to find it on the city’s GIS/zoning site)."
q2-comp3-aud1-data1,2. Complex question asking to summarize language,3. Phrased in a prompt engineering format with specific instructions,1. Professional developer,1. Minneapolis zoning code,"Aim: I am a professional developer and I want to build in urban neighborhood 3 (UN3) zoning district, Minneapolis, MN. I need to know everything relevant about building in this zoning district as it appears in the relevant zoning district and built form overlay district guidelines.
Output: Provide a summary for the Aim question along with references.",gpt-5-mini,e5_large_recursive,"Summary (for a professional developer)

From the provided Minneapolis zoning-code excerpts, key rules that apply to developing in the UN3 (Urban Neighborhood 3) primary zoning district are:

- Purpose/use: UN districts are intended primarily for residential uses and small‑scale institutional/civic uses; limited commercial uses are only allowed mainly by adaptive reuse of existing buildings (see Urban Neighborhood District purpose).  
- Residential buildings with 4+ dwelling units: a residential building with four or more dwelling units is permitted on a lot of record existing on the ordinance’s effective date in UN3, provided required yard dimensions and all other district requirements (except lot area or lot width) are met. Nonconforming‑lot rules and rights for lots nonconforming only as to maximum lot area are noted.  
- Minimum lot/size thresholds for certain institutional/community uses in urban neighborhood districts (as excerpted): child care center — 4,000 sq. ft.; community center in UN3 — 5,000 sq. ft.; educational facilities in UN3 — 10,000 sq. ft.; parks and recreational facilities in urban neighborhood districts — 20,000 sq. ft. (these are the code’s size thresholds shown in the excerpted table).  
- Built form overlay requirement and priority: every property is subject both to the primary zoning district (UN3) and a built form overlay district; built form overlay provisions (Chapter 540) and other overlay districts (Chapter 535) also apply and, where in conflict, overlay district provisions govern. You must therefore apply both UN3 rules and the applicable built form overlay rules for the parcel.  
- Nonconforming uses/structures must maintain compliance with performance/landscaping/screening standards; the zoning administrator may require partial compliance when full compliance is infeasible.

What is not available in the provided excerpts
- The excerpts do not include the specific Built Form Overlay district regulations (Chapter 540) that define critical development controls for height, setbacks/frontage, stepbacks, floor‑area ratio or maximum building form standards that typically govern UN3 parcels. They also do not include a map or parcel lookup tying any site to a specific built form overlay (e.g., BFI1/BFI2/BFC3/BFT10, etc.). Those built form overlay rules are essential to know “everything relevant” for development in UN3 and are not present in the retrieved context.

References (from the provided excerpts)
- Minneapolis Code of Ordinances, Section 530.10 — Establishment of zoning districts (lists UN1, UN2, UN3 and built form overlay districts).  
- Minneapolis Code of Ordinances, Section 530.20 — Primary and overlay districts (states each property has a primary zoning district and a built form overlay district).  
- Minneapolis Code of Ordinances, Section 530.100 — General purpose (Urban Neighborhood Districts).  
- Excerpt showing minimum lot/size thresholds for uses in urban neighborhood districts (community center, child care center, educational facilities, parks/recreational facilities) — (table in retrieved context).  
- Excerpt describing permitted residential building with four (4) or more dwelling units on lots of record in UN3 (and related nonconforming‑lot notes).  
- Minneapolis Code of Ordinances, Section 540.30 — Relationship to other applicable regulations (overlay governs if conflict).  
- Minneapolis Code of Ordinances, Section 545.1000 — Compliance with current standards (nonconforming uses/structures).

If you want a complete development checklist (maximum heights, frontage, setbacks, permitted uses and specific design standards) for building in UN3 at a particular site, I can proceed if you (a) provide the parcel’s built form overlay designation or (b) allow me to look up the parcel zoning/overlay on the City of Minneapolis zoning/GIS portal."
q3-comp3-aud1-data1,3. Complex question asking for recommendations,3. Phrased in a prompt engineering format with specific instructions,1. Professional developer,1. Minneapolis zoning code,"Aim: For the urban neighborhood 3 (UN3) zoning district in Minneapolis, MN, evaluate whether the specifications listed below meet the requirements for a small multi-family home construction as found in the zoning code. Also tell me if there is additional information you need from me to answer this question.
**Proposed property specifications**
- The lot area of multifamily home is 1000 sq feet.
- The accessory dwelling unit (ADU) height will be 20 feet.
-  The multifamily home has 5 dwellings.
- The setback for front and rear yard will be 5 feet.

Output: A list with each property specification mentioned earlier and its evaluation based on the zoning ordinance, referencing specific parts of the code for each item.",gpt-5-mini,e5_large_recursive,"- Lot area — 1,000 sq ft  
  Evaluation: Unknown / conditional. The provided excerpts do not include UN3 minimum lot‑area or lot‑width standards from the Built Form Overlay (Chapter 540) that control most dimensional requirements. However, the zoning text does state that “a residential building with four (4) or more dwelling units shall be permitted on a lot of record existing on the effective date of this ordinance, provided that the yard dimensions and all other requirements for the district in which the lot is located, not involving lot area or lot width, shall be met.” (Context 1 & 2). Also, “a lot that is nonconforming as to the maximum lot area of the zoning district only shall have all of the rights of a conforming lot” (Context 1).  
  Code references: Context 2 (residential building with 4+ units permitted on lot of record); Context 1 (lots nonconforming as to maximum lot area).  
  Additional info needed: whether the parcel is a “lot of record existing on the effective date” and the parcel’s Built Form Overlay and the specific lot‑area/width standards in Chapter 540.

- Accessory dwelling unit (ADU) height — 20 feet  
  Evaluation: Partially answerable. For a detached ADU the code limits height to 21 feet (except as authorized by variance), so a 20‑ft detached ADU would meet that specific requirement (Context 5 / 550.1460). If the ADU is attached, the provided excerpt for attached ADUs (550.1450) does not state a height limit in the retrieved context, so compliance cannot be determined for attached ADUs from the provided material.  
  Code references: Context 5 — 550.1460 (detached ADU height ≤ 21 feet); Context 3/5 — 550.1450 (attached ADU additional standards, but no height in provided excerpt).  
  Additional info needed: whether the ADU is detached or attached; any Built Form Overlay or principal‑structure height standards from Chapter 540 that apply.

- Number of units — 5 dwellings  
  Evaluation: Likely permitted in UN3 in principle. The code allows “multiple‑family dwellings” of four (4) or more units in UN3 on a lot of record existing on the effective date, provided required yard dimensions and other district requirements (except lot area/width) are met (Context 2). Note an additional provision: if a 4+ unit development includes at least one unit with three or more bedrooms, an outdoor children’s play area requirement applies only on sites meeting specific criteria (including a minimum site area of 20,000 sq ft, and location in UN2 or UN3) — your 1,000 sq ft lot would not meet the 20,000 sq ft threshold so that specific play‑area trigger would not apply based on the provided text (Context 2).  
  Code references: Context 2 — multiple‑family dwellings 4+ permitted; play‑area trigger and thresholds.  
  Additional info needed: confirmation the lot is a lot of record existing on the ordinance effective date; whether any units have 3+ bedrooms; applicable yard/setback/overlay requirements (Chapter 540).

- Setbacks (front and rear) — 5 feet each  
  Evaluation: Unknown. The provided excerpts do not include the UN3 or Built Form Overlay setback (front or rear) standards for principal structures. The ADU provisions do allow reduced rear or side yards to as little as 3 feet for detached ADUs in some circumstances (Context 5 / 550.1460), but no numeric front/rear setback for principal multi‑family buildings in UN3 is included in the retrieved context. Therefore compliance of a 5‑ft front and rear setback cannot be determined from the provided material.  
  Code references: Context 5 — 550.1460 (detached ADU minimum rear/side reductions to 3 ft); Contexts 1–2 (general requirement that yard dimensions for the district must be met).  
  Additional info needed: the parcel’s Built Form Overlay designation and the specific yard/setback standards in Chapter 540 (and any UN3 district dimensional table).

Summary — information I need to give a definitive compliance determination:  
- Is the parcel a “lot of record existing on the effective date” of the ordinance?  
- The parcel’s Built Form Overlay designation (Chapter 540) and the specific built‑form rules for that overlay (height, setbacks, lot area/width, FAR, frontage, stepbacks).  
- Whether the ADU is detached or attached.  
- Whether any of the 5 units contain three (3) or more bedrooms (to confirm play‑area triggers).  
- Any existing nonconformities or site constraints (e.g., contiguous lots under common ownership, current recorded covenants).  

If you provide the overlay designation or allow me to look up the parcel (or supply the exact zoning map/parcel data), I can re‑evaluate each item against the full applicable code sections."
q5-comp3-aud1-data1,5. Complex question distilling information/pre-check,3. Phrased in a prompt engineering format with specific instructions,1. Professional developer,1. Minneapolis zoning code,"Aim: I am trying to fill a permit application for constructing a small multi-family building in urban neighborhood 3 (UN3) zoning district,  Minneapolis, MN. Provide a checklist of all information and documentation I need to fill the permit application successfully per the zoning ordinance.

Output: A checklist of requested information stated in the Aim.

",gpt-5-mini,e5_large_recursive,"I don’t know — the excerpts you provided do not contain a complete, parcel‑specific permit application checklist for constructing a small multi‑family building in UN3. I can only pull from the limited “application materials” text in the retrieved context. Below are the items explicitly listed in the provided zoning excerpts; you will need the City’s full permit application checklist and the parcel’s built‑form overlay (Chapter 540) to get a complete, site‑specific list.

Items explicitly required in the provided zoning excerpts (from “Application materials”):
- A detailed project description. (Context 4)  
- Scaled maps and plans, dimensional renderings, and other materials that identify and describe: (Context 4)
  - Primary conservation areas;  
  - Public river corridor views;  
  - Buildable area;  
  - Existing and proposed topography and drainage patterns;  
  - Proposed storm water and erosion and sediment control practices;  
  - Existing and proposed vegetation to be removed and established;  
  - Ordinary high water level, blufflines, and all required setbacks;  
  - Existing and proposed structures;  
  - Existing and proposed impervious surfaces; and  
  - Existing and proposed subsurface sewage treatment systems.  

Why this is incomplete / what I need to give a full checklist:
- The retrieved context does not include the Built Form Overlay (Chapter 540) development standards (setbacks, heights, frontage, lot‑area/width rules, FAR, etc.) that are essential to a UN3 permit application. (See Contexts 1–3 for references to overlays.)  
- The excerpts do not provide the city’s full permit application/plan set requirements (site plan, surveys, legal description, ownership proof, construction drawings, structural calculations, fire and life‑safety plans, mechanical/plumbing/electrical, erosion control permit details, parking calculations, landscape plan, fees, contractor licensing, etc.).

If you want a complete, site‑specific permit checklist I can provide it if you either (a) give the parcel’s built‑form overlay designation (or the parcel/zoning lookup), or (b) allow me to consult the City of Minneapolis permit/application guidance and Chapter 540."
q1-comp3-aud2-data1,1. Factual question with a specific answer,3. Phrased in a prompt engineering format with specific instructions,2. Single-family homeowner,1. Minneapolis zoning code,"Aim: Provide information on zoning for single-family home located in urban neighborhood zoning district at **2712 Colfax Ave South, Minneapolis, MN 55408**. Refer to the Minneapolis, MN zoning code to determine this.
Output: Zoning code for 2712 Colfax Ave South, Minneapolis, MN 55408 and the specific parts of the zoning code you sourced this information from.",gpt-5-mini,e5_large_recursive,"I cannot determine the specific zoning designation for 2712 Colfax Ave S (e.g., UN1 vs UN2 vs UN3) from the documents provided. The retrieved context does not include a parcel-level zoning map or property lookup. To confirm the exact district for that address you’ll need the city’s zoning map or property/zoning search.

Relevant Minneapolis zoning code sections included in the provided context (these govern properties in Urban Neighborhood districts and general zoning rules):
- 530.10 — Establishment of zoning districts: lists Urban Neighborhood Districts (UN1, UN2, UN3) and other district types (source: Article I — Zoning Districts Generally).
- 550.230 — Limit of one (1) principal residential structure per zoning lot: in urban neighborhood and residential mixed-use districts, a zoning lot may have only one principal residential structure (accessory dwelling unit is not considered a separate principal structure).
- 550.240 — Required street frontage: each zoning lot must have frontage on a public street (with limited exceptions described in the section).
- 520.10–520.40 — General provisions and purpose of the zoning ordinance (authority, purpose, scope).

If you want, I can look up the parcel’s exact zoning if you provide a zoning map extract or allow me to access the Minneapolis zoning map/property search."
q2-comp3-aud2-data1,2. Complex question asking to summarize language,3. Phrased in a prompt engineering format with specific instructions,2. Single-family homeowner,1. Minneapolis zoning code,"Aim: I am looking for relevant information and requirements from Minneapolis zoning code that I need to know as a single-family home owner who wants to build a accessory dwelling unit (ADU) on my property in urban neighborhood 2 (UN2) zoning district, Minneapolis, MN. 

Output: A summary of relevant zoning requirements for building an ADU on a single-family home in [zoning district returned by question 1] in Minneapolis, MN.",gpt-5-mini,e5_large_recursive,"Summary of relevant Minneapolis zoning requirements for building an accessory dwelling unit (ADU) on a single‑family home in an Urban Neighborhood 2 (UN2) district (sourced from the City of Minneapolis zoning code excerpts you provided):

- Types covered: internal (within the principal residence) and detached ADUs have different rules. (Article IX—Accessory Dwelling Unit Standards.)

Internal ADU (inside the house)
- Base size limit: 800 sq ft (may exceed 800 sq ft only if the portion of the principal structure containing the ADU existed as of Jan 1, 2015). In no case shall the internal ADU’s floor area exceed the floor area of the first floor of the principal residential structure. The entire internal ADU must be on one level.
- Entrances/stairs: Creation of the ADU must not create additional entrances facing the public street. Stairways to an internal ADU above ground floor must be enclosed or located entirely to the rear of the principal structure.
- Owner‑occupancy and covenant: If the ADU is internal and not considered a separate dwelling unit under the Minnesota State Building Code, at least one owner must occupy a dwelling unit on the zoning lot as their primary residence. Before permit issuance the owner(s) must record a covenant with Hennepin County restricting use to comply with these ADU rules; the zoning administrator will release the covenant if later the unit becomes a separate dwelling under the State Building Code.

Detached ADU (separate building)
- Height and size: Maximum height 21 ft except by variance. Gross floor area: not to exceed 1,300 sq ft or 16% of lot area, whichever is greater; but in no case exceed 1,600 sq ft or the gross floor area of the principal residential structure, whichever is less.
- Footprint and other structures: Combined footprint of detached ADU plus all other detached accessory structures and any attached parking areas may not exceed 800 sq ft or 10% of lot area, whichever is greater. Connected elements (decks, stairs, overhangs >2 ft, etc.) count toward that footprint limit.
- Location and setbacks: Detached ADUs must be located entirely to the rear of the principal structure. Minimum interior side yard generally not less than 3 ft (and no reduction where vehicle access doors face the interior side lot line). Minimum rear yard may be reduced to 3 ft except where vehicle access doors face the rear lot line (then no reduction on that side).
- Proximity to dwelling: Detached accessory buildings generally may not be located closer than 6 ft to habitable space of a dwelling.

Other notes from the provided excerpts
- Yard requirements for accessory structures generally must meet the same minimum yards as the principal use unless otherwise stated in the ADU rules.
- Variances may be sought where the code authorizes them (e.g., to exceed the 21 ft height limit).
- Some UN‑district provisions in the code excerpts (e.g., minimum lot area per bed for intentional community cluster developments) apply specifically to other development types and are not directly about single‑family ADUs.

Primary sources from the provided context used to prepare this summary
- Article IX — Accessory Dwelling Unit Standards (internal ADU provisions; owner‑occupancy and covenant requirements) — (context excerpts showing internal ADU rules).
- 550.1460 — Additional development standards for detached accessory dwelling units (height, gross floor area, footprint limits, yards, setbacks) — (context excerpt).
- 545.370, 545.380, 545.390 (yard requirements, distance from dwelling, location of accessory structures to rear) — (context excerpts).
- Related excerpts referencing size/lot percentage limits and other accessory-structure provisions included in the provided context.

If you want, I can: (a) cite the exact ordinance section numbers and full text if you want them copied verbatim; (b) check whether any other UN2‑specific overlay or historic district rules apply to your specific address (would need parcel/zoning lookup or map)."
